"ID";"Salt Stripped Molecule";"Salt Stripped Molecule (InChI Code)";"Salt Stripped Molecule (InChI Key)";"Class";"duplicate-type-classifier"
"JR_0387";"CCc1ccc(OCC(O)C[NH+]2CCC(O)CC2)cc1";"InChI=1S/C16H25NO3/c1-2-13-3-5-16(6-4-13)20-12-15(19)11-17-9-7-14(18)8-10-17/h3-6,14-15,18-19H,2,7-12H2,1H3/p+1/t15-/m0/s1";"WWDDRRJEYXYZBH-HNNXBMFYSA-O";"E3Nonbinder";"unique"
"JR_0388";"CCc1cccc(C)c1NC(=O)/C=C/C(=O)Nc1c(C)cccc1CC";"InChI=1S/C22H26N2O2/c1-5-17-11-7-9-15(3)21(17)23-19(25)13-14-20(26)24-22-16(4)10-8-12-18(22)6-2/h7-14H,5-6H2,1-4H3,(H,23,25)(H,24,26)/b14-13+";"KUTSAIGYWIBRNA-BUHFOSPRSA-N";"E3Nonbinder";"unique"
"JR_0389";"CCc1cccc(NC(=O)C(C)NC(C)=O)c1";"InChI=1S/C13H18N2O2/c1-4-11-6-5-7-12(8-11)15-13(17)9(2)14-10(3)16/h5-9H,4H2,1-3H3,(H,14,16)(H,15,17)/t9-/m0/s1";"GVWXJWUHBSXPBW-VIFPVBQESA-N";"E3Nonbinder";"unique"
"JR_0390";"CCc1cccc(OCC(O)CN2C(=O)CC3(CCCC3)C2=O)c1";"InChI=1S/C19H25NO4/c1-2-14-6-5-7-16(10-14)24-13-15(21)12-20-17(22)11-19(18(20)23)8-3-4-9-19/h5-7,10,15,21H,2-4,8-9,11-13H2,1H3/t15-/m0/s1";"BOXZNKSOKCHSPO-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0391";"CCn1c(NC(=O)CN2C(=O)c3ccccc3N3C(=O)CCC23C)nc2ccccc21";"InChI=1S/C23H23N5O3/c1-3-26-18-11-7-5-9-16(18)24-22(26)25-19(29)14-27-21(31)15-8-4-6-10-17(15)28-20(30)12-13-23(27,28)2/h4-11H,3,12-14H2,1-2H3,(H,24,25,29)/t23-/m1/s1";"AUYZSTANWJOLPT-HSZRJFAPSA-N";"E3Nonbinder";"unique"
"JR_0392";"CCn1c(SC(C)C(=O)c2ccccc2)nnc1-c1ccccc1";"InChI=1S/C19H19N3OS/c1-3-22-18(16-12-8-5-9-13-16)20-21-19(22)24-14(2)17(23)15-10-6-4-7-11-15/h4-14H,3H2,1-2H3/t14-/m0/s1";"VLDUWWDYZRRTAS-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0395";"CCn1cc(S(=O)(=O)N(C)C)ccc1=O";"InChI=1S/C9H14N2O3S/c1-4-11-7-8(5-6-9(11)12)15(13,14)10(2)3/h5-7H,4H2,1-3H3";"ZRLAVHVNUGLJCM-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"JR_0396";"CN(C(=O)CCc1nc(-c2ccsc2)no1)C1CCc2ccccc21";"InChI=1S/C19H19N3O2S/c1-22(16-7-6-13-4-2-3-5-15(13)16)18(23)9-8-17-20-19(21-24-17)14-10-11-25-12-14/h2-5,10-12,16H,6-9H2,1H3/t16-/m0/s1";"VDDAGMIQOFGLJF-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0397";"CN(C(=O)CN1C(=O)NC(C)(c2ccccc2F)C1=O)C1CC1";"InChI=1S/C16H18FN3O3/c1-16(11-5-3-4-6-12(11)17)14(22)20(15(23)18-16)9-13(21)19(2)10-7-8-10/h3-6,10H,7-9H2,1-2H3,(H,18,23)/t16-/m1/s1";"VPVXGAFOGWQEGP-MRXNPFEDSA-N";"E3Nonbinder";"unique"
"JR_0398";"CN(C(=O)COC(=O)C1(c2ccccc2)CC1)C1CCS(=O)(=O)C1";"InChI=1S/C17H21NO5S/c1-18(14-7-10-24(21,22)12-14)15(19)11-23-16(20)17(8-9-17)13-5-3-2-4-6-13/h2-6,14H,7-12H2,1H3/t14-/m0/s1";"DEVILPRMFRXTKJ-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0399";"CN(C)C(=O)C[NH+]1CCCC1c1ccc2c(c1)OCCO2";"InChI=1S/C16H22N2O3/c1-17(2)16(19)11-18-7-3-4-13(18)12-5-6-14-15(10-12)21-9-8-20-14/h5-6,10,13H,3-4,7-9,11H2,1-2H3/p+1/t13-/m0/s1";"DTOUEJGBXDJIHG-ZDUSSCGKSA-O";"E3Nonbinder";"unique"
"JR_0400";"CN(C)C(=O)c1cccc(NC(=O)C2CCCCN2S(=O)(=O)c2ccccc2)c1";"InChI=1S/C21H25N3O4S/c1-23(2)21(26)16-9-8-10-17(15-16)22-20(25)19-13-6-7-14-24(19)29(27,28)18-11-4-3-5-12-18/h3-5,8-12,15,19H,6-7,13-14H2,1-2H3,(H,22,25)/t19-/m0/s1";"RIUJQHNYZVQVNC-IBGZPJMESA-N";"E3Nonbinder";"unique"
"JR_0401";"C[NH+](C)CC(C)(C)CNC(=O)C1CCCN(C(=O)Cc2ccccc2)C1";"InChI=1S/C21H33N3O2/c1-21(2,16-23(3)4)15-22-20(26)18-11-8-12-24(14-18)19(25)13-17-9-6-5-7-10-17/h5-7,9-10,18H,8,11-16H2,1-4H3,(H,22,26)/p+1/t18-/m0/s1";"SQWRGPUAMPUCGT-SFHVURJKSA-O";"E3Nonbinder";"unique"
"JR_0402";"CN(C)S(=O)(=O)c1ccc(C(=O)NCC2CC2(Cl)Cl)cc1";"InChI=1S/C13H16Cl2N2O3S/c1-17(2)21(19,20)11-5-3-9(4-6-11)12(18)16-8-10-7-13(10,14)15/h3-6,10H,7-8H2,1-2H3,(H,16,18)/t10-/m1/s1";"TVXDKANSSUWJLO-SNVBAGLBSA-N";"E3Nonbinder";"unique"
"JR_0403";"C[NH+](C)C(CNC(=O)Cc1ccc(Cl)cc1)c1ccccc1";"InChI=1S/C18H21ClN2O/c1-21(2)17(15-6-4-3-5-7-15)13-20-18(22)12-14-8-10-16(19)11-9-14/h3-11,17H,12-13H2,1-2H3,(H,20,22)/p+1/t17-/m0/s1";"PLCOWYWDBBRCQR-KRWDZBQOSA-O";"E3Nonbinder";"unique"
"JR_0404";"C[NH+](C)C(CNC(=O)Cn1ncc2ccccc2c1=O)c1ccco1";"InChI=1S/C18H20N4O3/c1-21(2)15(16-8-5-9-25-16)11-19-17(23)12-22-18(24)14-7-4-3-6-13(14)10-20-22/h3-10,15H,11-12H2,1-2H3,(H,19,23)/p+1/t15-/m0/s1";"FQAMKBLATBSMLS-HNNXBMFYSA-O";"E3Nonbinder";"unique"
"JR_0405";"C[NH+](C)C(CNC(=O)c1cc(F)ccc1Br)c1ccsc1";"InChI=1S/C15H16BrFN2OS/c1-19(2)14(10-5-6-21-9-10)8-18-15(20)12-7-11(17)3-4-13(12)16/h3-7,9,14H,8H2,1-2H3,(H,18,20)/p+1/t14-/m0/s1";"KXEVCEHSNMALQT-AWEZNQCLSA-O";"E3Nonbinder";"unique"
"JR_0406";"C[NH+](C)C(CNC(=O)c1ccc(F)cc1Br)c1ccsc1";"InChI=1S/C15H16BrFN2OS/c1-19(2)14(10-5-6-21-9-10)8-18-15(20)12-4-3-11(17)7-13(12)16/h3-7,9,14H,8H2,1-2H3,(H,18,20)/p+1/t14-/m0/s1";"ROOVPDHBACHQKB-AWEZNQCLSA-O";"E3Nonbinder";"unique"
"JR_0407";"C[NH+](C)C(CNc1cncc(-n2cccn2)n1)c1ccsc1";"InChI=1S/C15H18N6S/c1-20(2)13(12-4-7-22-11-12)8-17-14-9-16-10-15(19-14)21-6-3-5-18-21/h3-7,9-11,13H,8H2,1-2H3,(H,17,19)/p+1/t13-/m0/s1";"MPRMQEJBLTXUOW-ZDUSSCGKSA-O";"E3Nonbinder";"unique"
"JR_0408";"C[NH+](C)C(C)(C(=O)[O-])c1cccc(Cl)c1";"InChI=1S/C11H14ClNO2/c1-11(10(14)15,13(2)3)8-5-4-6-9(12)7-8/h4-7H,1-3H3,(H,14,15)/t11-/m1/s1";"NIVNKZDEKMEUJP-LLVKDONJSA-N";"E3Nonbinder";"unique"
"JR_0409";"CN(C(=O)C[NH+](C)Cc1ccc(Cl)c(Cl)c1)C1(C#N)CCCCC1";"InChI=1S/C18H23Cl2N3O/c1-22(11-14-6-7-15(19)16(20)10-14)12-17(24)23(2)18(13-21)8-4-3-5-9-18/h6-7,10H,3-5,8-9,11-12H2,1-2H3/p+1";"AKULUFODLCAMGO-UHFFFAOYSA-O";"E3Nonbinder";"unique"
"JR_0410";"CN(CC(=O)N1CCCC1c1ccncc1)S(=O)(=O)c1ccccc1";"InChI=1S/C18H21N3O3S/c1-20(25(23,24)16-6-3-2-4-7-16)14-18(22)21-13-5-8-17(21)15-9-11-19-12-10-15/h2-4,6-7,9-12,17H,5,8,13-14H2,1H3/t17-/m0/s1";"ZWQQRJNZLRMBAA-KRWDZBQOSA-N";"E3Nonbinder";"unique"
"JR_0413";"CN(CC(=O)NC1CC[NH+](C2CC2)C1)S(=O)(=O)c1ccccc1";"InChI=1S/C16H23N3O3S/c1-18(23(21,22)15-5-3-2-4-6-15)12-16(20)17-13-9-10-19(11-13)14-7-8-14/h2-6,13-14H,7-12H2,1H3,(H,17,20)/p+1/t13-/m0/s1";"KTQYGESRZPZSPR-ZDUSSCGKSA-O";"E3Nonbinder";"unique"
"JR_0414";"CN(CC(=O)NC1CCSc2ccc(Cl)cc21)S(=O)(=O)c1cccnc1";"InChI=1S/C17H18ClN3O3S2/c1-21(26(23,24)13-3-2-7-19-10-13)11-17(22)20-15-6-8-25-16-5-4-12(18)9-14(15)16/h2-5,7,9-10,15H,6,8,11H2,1H3,(H,20,22)/t15-/m0/s1";"BNVLOFPJCYSAKX-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0415";"CN(CC(=O)Nc1c(Cl)cccc1Cl)C(=O)c1cccc(C(N)=O)c1";"InChI=1S/C17H15Cl2N3O3/c1-22(17(25)11-5-2-4-10(8-11)16(20)24)9-14(23)21-15-12(18)6-3-7-13(15)19/h2-8H,9H2,1H3,(H2,20,24)(H,21,23)";"XATHSEYHQAOYGD-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"JR_0416";"CN(CC(=O)Nc1ccc(F)c(F)c1F)C(=O)C1CCCO1";"InChI=1S/C14H15F3N2O3/c1-19(14(21)10-3-2-6-22-10)7-11(20)18-9-5-4-8(15)12(16)13(9)17/h4-5,10H,2-3,6-7H2,1H3,(H,18,20)/t10-/m0/s1";"FRBXEFKTQKLWOG-JTQLQIEISA-N";"E3Nonbinder";"unique"
"JR_0417";"CN(CC(=O)Nc1ccc(OC(F)F)cc1)CC1COc2ccccc2O1";"InChI=1S/C19H20F2N2O4/c1-23(10-15-12-25-16-4-2-3-5-17(16)26-15)11-18(24)22-13-6-8-14(9-7-13)27-19(20)21/h2-9,15,19H,10-12H2,1H3,(H,22,24)/t15-/m0/s1";"QMAOMDSVKSTDSE-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0418";"CN(CC(=O)Nc1ccccc1)C(=O)C1(C)CC1(Cl)Cl";"InChI=1S/C14H16Cl2N2O2/c1-13(9-14(13,15)16)12(20)18(2)8-11(19)17-10-6-4-3-5-7-10/h3-7H,8-9H2,1-2H3,(H,17,19)/t13-/m1/s1";"ORAJECISRCQQOI-CYBMUJFWSA-N";"E3Nonbinder";"unique"
"JR_0419";"CN(CC1CCCCC1)CN1C(=O)NC(C)(C2CC2)C1=O";"InChI=1S/C16H27N3O2/c1-16(13-8-9-13)14(20)19(15(21)17-16)11-18(2)10-12-6-4-3-5-7-12/h12-13H,3-11H2,1-2H3,(H,17,21)/t16-/m0/s1";"VZUNRVMHENVVTD-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0420";"CN(CC1CCCN1C(=O)c1cc(S(=O)(=O)N2CCOCC2)c[nH]1)c1ccccc1";"InChI=1S/C21H28N4O4S/c1-23(17-6-3-2-4-7-17)16-18-8-5-9-25(18)21(26)20-14-19(15-22-20)30(27,28)24-10-12-29-13-11-24/h2-4,6-7,14-15,18,22H,5,8-13,16H2,1H3/t18-/m1/s1";"ZAIAHUHWHRZZHU-GOSISDBHSA-N";"E3Nonbinder";"unique"
"JR_0421";"CN(CC1COc2ccccc2O1)C(=O)C1CCN(C(=O)OC(C)(C)C)CC1";"InChI=1S/C21H30N2O5/c1-21(2,3)28-20(25)23-11-9-15(10-12-23)19(24)22(4)13-16-14-26-17-7-5-6-8-18(17)27-16/h5-8,15-16H,9-14H2,1-4H3/t16-/m0/s1";"CBSXMVMPOUNODY-INIZCTEOSA-N";"E3Nonbinder";"unique"
"JR_0422";"CN(Cc1ccc(C(=O)NC2CC2)cc1)C(=O)C1CCCN1C(=O)c1ccccc1";"InChI=1S/C24H27N3O3/c1-26(16-17-9-11-18(12-10-17)22(28)25-20-13-14-20)24(30)21-8-5-15-27(21)23(29)19-6-3-2-4-7-19/h2-4,6-7,9-12,20-21H,5,8,13-16H2,1H3,(H,25,28)/t21-/m0/s1";"PSTLEHVCOHMCJP-NRFANRHFSA-N";"E3Nonbinder";"unique"
"JR_0423";"C[NH+](Cc1ccc(Cl)cc1)C(C(=O)NC1CC1)c1ccccc1";"InChI=1S/C19H21ClN2O/c1-22(13-14-7-9-16(20)10-8-14)18(15-5-3-2-4-6-15)19(23)21-17-11-12-17/h2-10,17-18H,11-13H2,1H3,(H,21,23)/p+1/t18-/m1/s1";"LPVQJSBMOAGRPR-GOSISDBHSA-O";"E3Nonbinder";"unique"
"JR_0424";"CN(Cc1ccc(Cl)s1)C(=O)CSc1nnc(C2COc3ccccc3O2)n1C";"InChI=1S/C19H19ClN4O3S2/c1-23(9-12-7-8-16(20)29-12)17(25)11-28-19-22-21-18(24(19)2)15-10-26-13-5-3-4-6-14(13)27-15/h3-8,15H,9-11H2,1-2H3/t15-/m0/s1";"MIFKOPVIMPQNSB-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0425";"CN(Cc1ccc(N2CCOCC2)cc1)C(=O)C1CC(=O)N(c2ccccc2F)C1";"InChI=1S/C23H26FN3O3/c1-25(15-17-6-8-19(9-7-17)26-10-12-30-13-11-26)23(29)18-14-22(28)27(16-18)21-5-3-2-4-20(21)24/h2-9,18H,10-16H2,1H3/t18-/m0/s1";"UCWMEXRIVKLMDG-SFHVURJKSA-N";"E3Nonbinder";"unique"
"JR_0426";"CN(Cc1ccc(OC(F)F)cc1)C(=O)CN1C(=O)NC2(CCCCCC2)C1=O";"InChI=1S/C20H25F2N3O4/c1-24(12-14-6-8-15(9-7-14)29-18(21)22)16(26)13-25-17(27)20(23-19(25)28)10-4-2-3-5-11-20/h6-9,18H,2-5,10-13H2,1H3,(H,23,28)";"XLIPCBRAKKYZPK-UHFFFAOYSA-N";"E3Nonbinder";"unique"
"JR_0427";"CN(Cc1ccccc1)C(=O)C[NH+](C)C1CCc2ccccc21";"InChI=1S/C20H24N2O/c1-21(19-13-12-17-10-6-7-11-18(17)19)15-20(23)22(2)14-16-8-4-3-5-9-16/h3-11,19H,12-15H2,1-2H3/p+1/t19-/m0/s1";"LEEAENAFPPICDG-IBGZPJMESA-O";"E3Nonbinder";"unique"
"JR_0428";"CN(Cc1ccsc1)C(=O)CN1C(=O)NC(C)(c2ccc3c(c2)CCC3)C1=O";"InChI=1S/C21H23N3O3S/c1-21(17-7-6-15-4-3-5-16(15)10-17)19(26)24(20(27)22-21)12-18(25)23(2)11-14-8-9-28-13-14/h6-10,13H,3-5,11-12H2,1-2H3,(H,22,27)/t21-/m1/s1";"DWIXATKQGVYWGO-OAQYLSRUSA-N";"E3Nonbinder";"unique"
"JR_0429";"CN(Cc1ccsc1)C(=O)C1CC(=O)N(c2ccccc2Br)C1";"InChI=1S/C17H17BrN2O2S/c1-19(9-12-6-7-23-11-12)17(22)13-8-16(21)20(10-13)15-5-3-2-4-14(15)18/h2-7,11,13H,8-10H2,1H3/t13-/m0/s1";"NSMPIENRJVXDCY-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0430";"C[NH+](Cc1cscn1)C(c1ccccc1)c1ccc(F)cc1";"InChI=1S/C18H17FN2S/c1-21(11-17-12-22-13-20-17)18(14-5-3-2-4-6-14)15-7-9-16(19)10-8-15/h2-10,12-13,18H,11H2,1H3/p+1/t18-/m0/s1";"DXPZHDBKVDSPKB-SFHVURJKSA-O";"E3Nonbinder";"unique"
"JR_0433";"CN1CC(C(=O)N2CCN(c3ncccn3)CC2)CC1=O";"InChI=1S/C14H19N5O2/c1-17-10-11(9-12(17)20)13(21)18-5-7-19(8-6-18)14-15-3-2-4-16-14/h2-4,11H,5-10H2,1H3/t11-/m1/s1";"JAXDPLDPXFAMLY-LLVKDONJSA-N";"E3Nonbinder";"unique"
"JR_0434";"C[NH+]1CCC(CNC(=O)c2ccccc2-c2ncc(-c3ccccc3)o2)CC1";"InChI=1S/C23H25N3O2/c1-26-13-11-17(12-14-26)15-24-22(27)19-9-5-6-10-20(19)23-25-16-21(28-23)18-7-3-2-4-8-18/h2-10,16-17H,11-15H2,1H3,(H,24,27)/p+1";"MNRNXDYRLVBXME-UHFFFAOYSA-O";"E3Nonbinder";"unique"
"JR_0437";"C[NH+]1CCN(C(=O)CNC(=O)C23CC4CC(CC(C4)C2)C3)C(c2ccccc2)C1";"InChI=1S/C24H33N3O2/c1-26-7-8-27(21(16-26)20-5-3-2-4-6-20)22(28)15-25-23(29)24-12-17-9-18(13-24)11-19(10-17)14-24/h2-6,17-19,21H,7-16H2,1H3,(H,25,29)/p+1/t17-,18+,19-,21-,24-/m0/s1";"UCHKAKSHPGAAPF-UOQBGQTLSA-O";"E3Nonbinder";"unique"
"JR_0440";"CN1CC(C(=O)NCCOc2ccc3ccccc3c2)CC1=O";"InChI=1S/C18H20N2O3/c1-20-12-15(11-17(20)21)18(22)19-8-9-23-16-7-6-13-4-2-3-5-14(13)10-16/h2-7,10,15H,8-9,11-12H2,1H3,(H,19,22)/t15-/m0/s1";"DMGUYZSXZFRZAM-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0441";"CN/C(NCC(c1ccccc1)[NH+]1CCc2sccc2C1)=[NH+]\C";"InChI=1S/C18H24N4S/c1-19-18(20-2)21-12-16(14-6-4-3-5-7-14)22-10-8-17-15(13-22)9-11-23-17/h3-7,9,11,16H,8,10,12-13H2,1-2H3,(H2,19,20,21)/p+2/t16-/m0/s1";"LLYPNSVOTLEWDA-INIZCTEOSA-P";"E3Nonbinder";"unique"
"JR_0444";"CNC(=O)C1CCN(C(C)C(=O)Nc2cc(C)ccc2C)CC1";"InChI=1S/C18H27N3O2/c1-12-5-6-13(2)16(11-12)20-17(22)14(3)21-9-7-15(8-10-21)18(23)19-4/h5-6,11,14-15H,7-10H2,1-4H3,(H,19,23)(H,20,22)/t14-/m0/s1";"MDAORKIRFFZCEV-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0445";"CNC(=O)CC1S/C(=N\c2ccc(F)cc2F)N(CC2(c3ccccc3)CC2)C1=O";"InChI=1S/C22H21F2N3O2S/c1-25-19(28)12-18-20(29)27(13-22(9-10-22)14-5-3-2-4-6-14)21(30-18)26-17-8-7-15(23)11-16(17)24/h2-8,11,18H,9-10,12-13H2,1H3,(H,25,28)/b26-21-/t18-/m0/s1";"LBOWOHFXDBYVHT-LECRTAGSSA-N";"E3Nonbinder";"unique"
"JR_0446";"CNC(=O)NC(=O)C(C)Sc1ccc(C(=O)N2CCCC2)cn1";"InChI=1S/C15H20N4O3S/c1-10(13(20)18-15(22)16-2)23-12-6-5-11(9-17-12)14(21)19-7-3-4-8-19/h5-6,9-10H,3-4,7-8H2,1-2H3,(H2,16,18,20,22)/t10-/m0/s1";"NZYKUPICAFAQRZ-JTQLQIEISA-N";"E3Nonbinder";"unique"
"JR_0447";"CNC(=O)Nc1ccc(NC(=O)C(NC(=O)C23CC4CC(CC(C4)C2)C3)C(C)C)cc1";"InChI=1S/C24H34N4O3/c1-14(2)20(21(29)26-18-4-6-19(7-5-18)27-23(31)25-3)28-22(30)24-11-15-8-16(12-24)10-17(9-15)13-24/h4-7,14-17,20H,8-13H2,1-3H3,(H,26,29)(H,28,30)(H2,25,27,31)/t15-,16+,17-,20-,24-/m0/s1";"CCTBAVBKLZJQTJ-NVHIMHAJSA-N";"E3Nonbinder";"unique"
"JR_0448";"CNC(=O)C1CCCCN1C(=O)CCc1ccccc1";"InChI=1S/C16H22N2O2/c1-17-16(20)14-9-5-6-12-18(14)15(19)11-10-13-7-3-2-4-8-13/h2-4,7-8,14H,5-6,9-12H2,1H3,(H,17,20)/t14-/m0/s1";"CUAMPSRCHBYXGH-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0449";"CNC(=O)C1Cc2ccccc2CN1CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O";"InChI=1S/C27H26N4O3/c1-28-24(32)23-16-19-10-8-9-11-20(19)17-30(23)18-31-25(33)27(29-26(31)34,21-12-4-2-5-13-21)22-14-6-3-7-15-22/h2-15,23H,16-18H2,1H3,(H,28,32)(H,29,34)/t23-/m0/s1";"QGDFSZFJHFVZHD-QHCPKHFHSA-N";"E3Nonbinder";"unique"
"JR_0450";"CNC(=O)C(C)OC(=O)c1cc(Cl)ccc1OC";"InChI=1S/C12H14ClNO4/c1-7(11(15)14-2)18-12(16)9-6-8(13)4-5-10(9)17-3/h4-7H,1-3H3,(H,14,15)/t7-/m0/s1";"HIYSSXPJHPIQOK-ZETCQYMHSA-N";"E3Nonbinder";"unique"
"JR_0451";"CNC(=O)C(CC(C)C)NC(=O)CN1C(=O)NC2(CCC(C)CC2)C1=O";"InChI=1S/C18H30N4O4/c1-11(2)9-13(15(24)19-4)20-14(23)10-22-16(25)18(21-17(22)26)7-5-12(3)6-8-18/h11-13H,5-10H2,1-4H3,(H,19,24)(H,20,23)(H,21,26)/t12-,13-,18+/m0/s1";"FCTAOUNKXZUWTG-ZJNRKIDTSA-N";"E3Nonbinder";"unique"
"JR_0452";"CNC(=O)c1cccc(NC(=O)C2CCCN(c3ccc(Cl)nn3)C2)c1C";"InChI=1S/C19H22ClN5O2/c1-12-14(19(27)21-2)6-3-7-15(12)22-18(26)13-5-4-10-25(11-13)17-9-8-16(20)23-24-17/h3,6-9,13H,4-5,10-11H2,1-2H3,(H,21,27)(H,22,26)/t13-/m0/s1";"IMEQMVNPDHAWPQ-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0453";"C[NH2+]CC(O)COc1ccc(C(F)(F)F)cc1";"InChI=1S/C11H14F3NO2/c1-15-6-9(16)7-17-10-4-2-8(3-5-10)11(12,13)14/h2-5,9,15-16H,6-7H2,1H3/p+1/t9-/m0/s1";"QOFDCMFILIISMU-VIFPVBQESA-O";"E3Nonbinder";"unique"
"JR_0454";"CNc1snc(C)c1C(=O)OC(C)C(=O)NCc1ccc(F)cc1";"InChI=1S/C16H18FN3O3S/c1-9-13(15(18-3)24-20-9)16(22)23-10(2)14(21)19-8-11-4-6-12(17)7-5-11/h4-7,10,18H,8H2,1-3H3,(H,19,21)/t10-/m0/s1";"HVNRIRINFBTEGW-JTQLQIEISA-N";"E3Nonbinder";"unique"
"JR_0455";"CNc1snc(C)c1C(=O)OC(C)c1nnc(-c2cccs2)o1";"InChI=1S/C14H14N4O3S2/c1-7-10(13(15-3)23-18-7)14(19)20-8(2)11-16-17-12(21-11)9-5-4-6-22-9/h4-6,8,15H,1-3H3/t8-/m0/s1";"RTLFPLYOWFMAIP-QMMMGPOBSA-N";"E3Nonbinder";"unique"
"JR_0458";"COC(=O)C1=C(C(=O)c2cccs2)C(c2ccccc2)N(C)C(=O)N1C";"InChI=1S/C19H18N2O4S/c1-20-15(12-8-5-4-6-9-12)14(17(22)13-10-7-11-26-13)16(18(23)25-3)21(2)19(20)24/h4-11,15H,1-3H3/t15-/m0/s1";"WHMQQXPKXCEVHF-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0459";"COC(=O)C1=C(C)N(C)C(=S)N(C)C1c1ccc(OC)cc1";"InChI=1S/C16H20N2O3S/c1-10-13(15(19)21-5)14(18(3)16(22)17(10)2)11-6-8-12(20-4)9-7-11/h6-9,14H,1-5H3/t14-/m0/s1";"ZQYXBIRISBRGGX-AWEZNQCLSA-N";"E3Nonbinder";"unique"
"JR_0460";"COC(=O)C1=C(C)NC(=O)NC1c1cc(OC)ccc1OC";"InChI=1S/C15H18N2O5/c1-8-12(14(18)22-4)13(17-15(19)16-8)10-7-9(20-2)5-6-11(10)21-3/h5-7,13H,1-4H3,(H2,16,17,19)/t13-/m0/s1";"DPYANOFOCFBUFD-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0461";"COC(=O)C1=C(C)NC(=S)NC1c1c(F)cccc1F";"InChI=1S/C13H12F2N2O2S/c1-6-9(12(18)19-2)11(17-13(20)16-6)10-7(14)4-3-5-8(10)15/h3-5,11H,1-2H3,(H2,16,17,20)/t11-/m0/s1";"CIWMMRPTNOGXPV-NSHDSACASA-N";"E3Nonbinder";"unique"
"JR_0464";"COC(=O)C1=C(C)NC(=S)NC1c1ccc(OC(F)F)c(OC)c1";"InChI=1S/C15H16F2N2O4S/c1-7-11(13(20)22-3)12(19-15(24)18-7)8-4-5-9(23-14(16)17)10(6-8)21-2/h4-6,12,14H,1-3H3,(H2,18,19,24)/t12-/m0/s1";"RJBOJIXUCMLYRU-LBPRGKRZSA-N";"E3Nonbinder";"unique"
"JR_0465";"COC(=O)CCCCCNC(=O)C1CC(=O)N(c2ccc(Br)cc2)C1";"InChI=1S/C18H23BrN2O4/c1-25-17(23)5-3-2-4-10-20-18(24)13-11-16(22)21(12-13)15-8-6-14(19)7-9-15/h6-9,13H,2-5,10-12H2,1H3,(H,20,24)/t13-/m0/s1";"OIYQYWAOQNBGND-ZDUSSCGKSA-N";"E3Nonbinder";"unique"
"JR_0466";"COC(=O)CN1CCCC1c1cccs1";"InChI=1S/C11H15NO2S/c1-14-11(13)8-12-6-2-4-9(12)10-5-3-7-15-10/h3,5,7,9H,2,4,6,8H2,1H3/t9-/m0/s1";"FODZDDIUETWJOE-VIFPVBQESA-N";"E3Nonbinder";"unique"
"JR_0467";"COC(=O)CC(NC(=O)c1ccccc1Br)c1cccs1";"InChI=1S/C15H14BrNO3S/c1-20-14(18)9-12(13-7-4-8-21-13)17-15(19)10-5-2-3-6-11(10)16/h2-8,12H,9H2,1H3,(H,17,19)/t12-/m0/s1";"XJYJNRMQDKMBRJ-LBPRGKRZSA-N";"E3Nonbinder";"unique"
"JR_0468";"COC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc2c(c1)CCCC2";"InChI=1S/C17H22N2O5S/c1-24-16(20)11-15-17(21)18-8-9-19(15)25(22,23)14-7-6-12-4-2-3-5-13(12)10-14/h6-7,10,15H,2-5,8-9,11H2,1H3,(H,18,21)/t15-/m0/s1";"WWBVYFXKTONDGO-HNNXBMFYSA-N";"E3Nonbinder";"unique"
"JR_0469";"COC(=O)N1CCN(C(=O)C(Cc2c[nH]c3ccccc23)NC(C)=O)CC1";"InChI=1S/C19H24N4O4/c1-13(24)21-17(11-14-12-20-16-6-4-3-5-15(14)16)18(25)22-7-9-23(10-8-22)19(26)27-2/h3-6,12,17,20H,7-11H2,1-2H3,(H,21,24)/t17-/m0/s1";"HFOXCDMSSHPQQJ-KRWDZBQOSA-N";"E3Nonbinder";"unique"
"JR_0470";"COC(=O)C1CCCCN1S(=O)(=O)c1c(F)cccc1F";"InChI=1S/C13H15F2NO4S/c1-20-13(17)11-7-2-3-8-16(11)21(18,19)12-9(14)5-4-6-10(12)15/h4-6,11H,2-3,7-8H2,1H3/t11-/m0/s1";"BGUSKOBUWORERC-NSHDSACASA-N";"E3Nonbinder";"unique"
