E3 Ligase,InChI Key,Smiles,source,id
CRBN,XMPJICVFSDYOEG-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cccc(O)c3C2=O)C(=O)N1,Patent,evo_130
CRBN,YSWQOCGODHPKED-UHFFFAOYSA-N,CN1C(=O)CCC(N2C(=O)c3cccc(N)c3C2=O)C1=O,Patent,evo_134
CRBN,HGPRKOYQOBYISD-VIFPVBQESA-N,O=C1CC[C@H](N2Cc3c(O)cccc3C2=O)C(=O)N1,Patent,evo_135
CRBN,LSIVVRDSSYETCK-JTQLQIEISA-N,O=C1CC[C@H](N2Cc3cc(F)ccc3C2=O)C(=O)N1,Patent,evo_137
CRBN,JJUMFQGCQAUIFH-JTQLQIEISA-N,O=C1CC[C@H](N2Cc3cc(O)ccc3C2=O)C(=O)N1,Patent,evo_138
CRBN,LSIVVRDSSYETCK-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(F)ccc3C2=O)C(=O)N1,Patent,evo_139
CRBN,WLUIQUZGNPAKRL-UHFFFAOYSA-N,Nc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,Patent,evo_140
CRBN,WLUIQUZGNPAKRL-JTQLQIEISA-N,Nc1ccc2c(c1)CN([C@H]1CCC(=O)NC1=O)C2=O,Patent,evo_141
CRBN,HGPRKOYQOBYISD-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(O)cccc3C2=O)C(=O)N1,Patent,evo_142
CRBN,GSHUFSTZKBYESB-UHFFFAOYSA-N,O=C(O)CCCCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,Patent,evo_143
CRBN,GFCKACFUYUKAPW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCNCC4)cc3C2=O)C(=O)N1,Patent,evo_144
CRBN,PMTKIYJEJKMTTD-UHFFFAOYSA-N,O=CCCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,Patent,evo_145
CRBN,RMGLSDIRVYQGRB-UHFFFAOYSA-N,O=C(O)CCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,Patent,evo_146
CRBN,YTKVMOBHMCOGHZ-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(N4CCNCC4)ccc3C2=O)C(=O)N1,Patent,evo_147
CRBN,CMRQAKJTXKOGSF-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(Br)ccc3C2=O)C(=O)N1,Patent,evo_149
CRBN,MWMSBQXTHIEBNT-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(Br)cc3C2=O)C(=O)N1,Patent,evo_150
CRBN,JJUMFQGCQAUIFH-SNVBAGLBSA-N,O=C1CC[C@@H](N2Cc3cc(O)ccc3C2=O)C(=O)N1,Patent,evo_151
CRBN,CRHGKGZERJKUDG-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(N4CCNCC4)ccc3C2=O)C(=O)N1,Patent,evo_152
CRBN,GZNLORFTQXVXFE-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCNCC4)cc3C2=O)C(=O)N1,Patent,evo_153
VHL,RSWLFANHWJZUQY-IZKAZRHKSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(c2cc(O)no2)C(C)C)cc1,Patent,evo_154
CRBN,LJBQRRQTZUJWRC-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1,Patent,evo_155
CRBN,JJUMFQGCQAUIFH-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(O)ccc3C2=O)C(=O)N1,Patent,evo_156
VHL,RSWLFANHWJZUQY-LVCYWYKZSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](c2cc(O)no2)C(C)C)cc1,Patent,evo_157
VHL,RSWLFANHWJZUQY-LQWHRVPQSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](c2cc(O)no2)C(C)C)cc1,Patent,evo_158
CRBN,IPSGOMWAGOYNKO-UHFFFAOYSA-N,NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,Patent,evo_159
CRBN,NOGZDRPUIJOHDD-GELXHGGQSA-N,C[C@H]1CN(c2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)[C@H](C)CN1,Patent,evo_160
CRBN,LJBQRRQTZUJWRC-VIFPVBQESA-N,O=C1CC[C@H](N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1,Patent,evo_161
CRBN,IICWMVJMJVXCLY-VIFPVBQESA-N,Nc1ccc2c(c1)C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,Patent,evo_162
CRBN,CMRQAKJTXKOGSF-JTQLQIEISA-N,O=C1CC[C@H](N2Cc3cc(Br)ccc3C2=O)C(=O)N1,Patent,evo_163
CRBN,WMYQXRVZPCSAFM-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(N4CCCNCC4)ccc3C2=O)C(=O)N1,Patent,evo_164
CRBN,WVYCSQFNYLVPQC-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCCNCC4)cc3C2=O)C(=O)N1,Patent,evo_165
CRBN,IVDJLNXEMAIYFB-UHFFFAOYSA-N,CN1C(=O)CCC(N2Cc3cc(N4CCNCC4)ccc3C2=O)C1=O,Patent,evo_166
CRBN,NBBJOSDXMJRMKV-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cnc(F)cc3C2=O)C(=O)N1,Patent,evo_167
CRBN,OUPMVIILQIQNGK-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ncc(F)nc3C2=O)C(=O)N1,Patent,evo_168
CRBN,YHQPFXRGQLHZKE-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ncc(Br)nc3C2=O)C(=O)N1,Patent,evo_169
CRBN,HRMJSWSXHLVGFD-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cnc(Br)nc3C2=O)C(=O)N1,Patent,evo_170
CRBN,XLVSDTWKAIXHJU-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(Cl)ccc3C2=O)C(=O)N1,Patent,evo_171
CRBN,FQMXCKFRJZTKSB-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(Cl)cc3C2=O)C(=O)N1,Patent,evo_172
CRBN,SGTQPJCJZRAAQY-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(ccc(F)c3Cl)C2=O)C(=O)N1,Patent,evo_173
CRBN,SEPFMVVSTSDONV-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(F)c(F)cc3C2=O)C(=O)N1,Patent,evo_174
CRBN,SBHIVTCUQHGGEJ-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(ccc(F)c3F)C2=O)C(=O)N1,Patent,evo_175
CRBN,RIVKIZNLFRYSKE-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(cc(F)c(F)c3F)C2=O)C(=O)N1,Patent,evo_176
CRBN,PUMOXEYMVCPUOA-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(F)cc(Cl)c3C2=O)C(=O)N1,Patent,evo_177
CRBN,LFEICIULNGJQFT-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(F)cc(F)c3C2=O)C(=O)N1,Patent,evo_178
CRBN,CCERRHUNGAENPQ-UHFFFAOYSA-N,O=C1CCC(N2Cc3nc(F)ccc3C2=O)C(=O)N1,Patent,evo_179
CRBN,MKVPHSQEVRSBIP-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(F)ncc3C2=O)C(=O)N1,Patent,evo_180
CRBN,LSIVVRDSSYETCK-SNVBAGLBSA-N,O=C1CC[C@@H](N2Cc3cc(F)ccc3C2=O)C(=O)N1,Patent,evo_181
CRBN,LGDPLHIYYFOOCF-UHFFFAOYSA-N,O=C1CCC(N2Cc3nc(Br)ccc3C2=O)C(=O)N1,Patent,evo_182
CRBN,NUICQRZENMKDBW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cccc(Br)c3C2=O)C(=O)N1,Patent,evo_183
CRBN,PGYHMVTWJURLHR-CQSZACIVSA-N,C[C@@]1(N2Cc3cc(F)ccc3C2=O)CCC(=O)NC1=O,Patent,evo_184
CRBN,PGYHMVTWJURLHR-AWEZNQCLSA-N,C[C@]1(N2Cc3cc(F)ccc3C2=O)CCC(=O)NC1=O,Patent,evo_185
CRBN,VOTVGZSDHZUGID-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(O)cc3C2=O)C(=O)N1,Patent,evo_186
CRBN,HNAQSGYWVZTYEF-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(F)cc3C2=O)C(=O)N1,Patent,evo_187
CRBN,GPKHWOCWJHJMPR-UHFFFAOYSA-N,CN1C(=O)CCC(N2Cc3cc(F)ccc3C2=O)C1=O,Patent,evo_188
CRBN,IYPSLGSLMDNHBC-UHFFFAOYSA-N,CC1c2cc(F)ccc2C(=O)N1C1CCC(=O)NC1=O,Patent,evo_189
CRBN,NKKHKGYPPZAHDS-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc4c(cc3C2=O)CNCC4)C(=O)N1,Patent,evo_191
CRBN,CRAUTELYXAAAPW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cccc(F)c3C2=O)C(=O)N1,Patent,evo_192
CRBN,AGHXYRKTAZEQQW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc(F)c(F)cc3C2=O)C(=O)N1,Patent,evo_193
CRBN,UEJJHQNACJXSKW-QOWOAITPSA-N,[2H]C1(N2C(=O)c3ccccc3C2=O)CCC(=O)NC1=O,Patent,evo_194
CRBN,WENKGSGGXGQHSH-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,Patent,evo_196
CRBN,BQEXTKFQSMBELO-UHFFFAOYSA-N,CN1C(=O)CCC(N2C(=O)c3cc4c(cc3C2=O)CNC4)C1=O,Patent,evo_197
CRBN,HPJNSOQJFRAXBE-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc(F)cnc3C2=O)C(=O)N1,Patent,evo_198
CRBN,YVODCLRUEABPFZ-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc4c(cc3C2=O)CCC4)C(=O)N1,Patent,evo_199
CRBN,NSGOKPIFBYJEIO-UHFFFAOYSA-N,CN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_200
CRBN,LSQHTKNMGQNLEF-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc4c(cc3C2=O)CC2(CNC2)C4)C(=O)N1,Patent,evo_201
CRBN,RBZVDYUVURQYJH-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc4c(cc3C2=O)CC2(CCNCC2)C4)C(=O)N1,Patent,evo_202
CRBN,HMXHAOUCAHPCDY-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc4c[nH]cc4cc3C2=O)C(=O)N1,Patent,evo_203
CRBN,GYALPPCLSQQJKB-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc4c(cc3C2=O)CCNCC4)C(=O)N1,Patent,evo_204
CRBN,RDGGAMJHJZIYHG-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc4c(cc3C2=O)CNCCC4)C(=O)N1,Patent,evo_205
VHL,CUQQEBBEDXAVBA-ZIFCJYIRSA-N,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_206
VHL,WXTPZGRXOPFFJE-FUHIMQAGSA-N,Cc1ncoc1-c1ccc(CC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_207
VHL,YBKCYXFPBWTZEW-HDLAMYINSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CC2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_208
VHL,HTCZHYLFMDHFSF-OWCLPIDISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)cc1,Patent,evo_209
VHL,BJYXYUNPBRTEIE-QLFBSQMISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(Cl)cc1,Patent,evo_210
VHL,FEBNOSAILPPWOO-QSJYAPKHSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(c2ccno2)C(C)C)cc1,Patent,evo_211
VHL,ZLOXMSNKPDWMEF-IRQCGSAXSA-N,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_212
VHL,YSCPGSZUHMZOQB-WERVVEIQSA-N,CNC[C@@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2C)cc1,Patent,evo_213
VHL,ZGLYCDFOEZQLPR-QHAWAJNXSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cccn2)cc1,Patent,evo_214
VHL,ZGLYCDFOEZQLPR-HKBOAZHASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccn2)cc1,Patent,evo_215
VHL,RPARALPRKJMMBR-USZFVNFHSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3ccnc(O)c3)cn2)cc1,Patent,evo_216
VHL,CUHVZPHLQIBKHX-IIAQOEISSA-N,CC(=O)N[C@H](C(=O)N1C[C@H](O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)(C)C,Patent,evo_217
VHL,PQKBYXGQWPWQIB-YHJVDBJQSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2CC(=O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_218
VHL,VILROLIWWCKUMV-TYDZZAGYSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(C(C)C)n2cccn2)cc1,Patent,evo_219
VHL,FTVCHFXWEWXJBW-HPODAEOHSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(C(C)C)n2cc(-c3cc(O)cc(F)c3)cn2)cc1,Patent,evo_220
VHL,WLBOUJYHUXZGHA-PVHODMMVSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3cccc(O)c3)cn2)cc1,Patent,evo_221
VHL,VILROLIWWCKUMV-HAFPXEGZSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cccn2)cc1,Patent,evo_222
VHL,VILROLIWWCKUMV-AEMJNJESSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccn2)cc1,Patent,evo_223
VHL,HSPNSUWLVVSQRP-URVUXULASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](n2cccn2)C(C)(C)C)cc1,Patent,evo_224
VHL,HSPNSUWLVVSQRP-RZUBCFFCSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](n2cccn2)C(C)(C)C)cc1,Patent,evo_225
VHL,TZLRIDJIRKKVFP-HXGJMTJLSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](n2cccn2)C(C)(C)C)cc1,Patent,evo_226
VHL,TZLRIDJIRKKVFP-ZERUQHPESA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](n2cccn2)C(C)(C)C)cc1,Patent,evo_227
VHL,LGEDWQRDGSDKSM-HLAWJBBLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)cc1,Patent,evo_228
VHL,LGEDWQRDGSDKSM-GIVPXCGWSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(O)cn2)cc1,Patent,evo_229
VHL,ZPBYTTGYSVACQJ-WITVHBPWSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2cnnn2C)cc1,Patent,evo_230
VHL,ANBGKIVNRAGTSX-UTTZLNDCSA-N,CC1=NN=CC1c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_231
VHL,ZSFNDCLNJBLYMP-PSMGESJCSA-N,Cc1noc(-c2ccc([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)n1,Patent,evo_232
VHL,ZHHJNLGYDGVGPY-AEMJNJESSA-N,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccn2)cc1,Patent,evo_233
VHL,BLLLCUGEZHIYHJ-PZGXJPJSSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)C)cc1,Patent,evo_234
VHL,PCYHKBLTHYBWAI-IEAZIUSSSA-N,CC(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2ncon2)cc1,Patent,evo_235
VHL,UPVYVPGFTIUFAM-KLIQENQMSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(C(=O)N2CCC2)cc1,Patent,evo_236
VHL,ZHHJNLGYDGVGPY-HAFPXEGZSA-N,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cccn2)cc1,Patent,evo_237
VHL,MJFINCQFYHFGJT-DWJNZPNVSA-N,Cc1nccn1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccn2)cc1,Patent,evo_238
VHL,IYPJAFKHUPKCPG-KVJIRVJXSA-N,CC(C)[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2nccn2C)cc1)n1cccn1,Patent,evo_239
VHL,IYPJAFKHUPKCPG-XGARDCMYSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2nccn2C)cc1)n1cccn1,Patent,evo_240
VHL,KYHZQUAOOOGQPA-QHAWAJNXSA-N,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cccn2)cc1,Patent,evo_241
VHL,KYHZQUAOOOGQPA-HKBOAZHASA-N,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccn2)cc1,Patent,evo_242
VHL,MJFINCQFYHFGJT-VQROGVPDSA-N,Cc1nccn1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cccn2)cc1,Patent,evo_243
VHL,AEGCZIBFNFGTKD-JSQNDZKTSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(S(C)(=O)=O)cc1,Patent,evo_244
VHL,AEGCZIBFNFGTKD-QIJZBDPFSA-N,C[C@@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(S(C)(=O)=O)cc1,Patent,evo_245
VHL,SFFKILFMLQADFX-OITFXXTJSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_246
VHL,WMCDGJUBPAPZFU-IXHQSITISA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)CCN)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_247
VHL,RSAMUTBKAWCFSX-DKQPGVRISA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2CO)cc1,Patent,evo_248
VHL,SPDUILXIFSZHDU-OEZJKNOUSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)CC(C)(C)N)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_249
VHL,DJNMUGBYVATIGT-OEZJKNOUSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)CCCN)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_250
VHL,RSAMUTBKAWCFSX-XGJBHWFVSA-N,C[C@H](NC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2CO)cc1,Patent,evo_251
VHL,JOSFQWNOUSNZBP-XKMKODIBSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](N)C(C)(C)C)cc1,Patent,evo_252
VHL,PLTSVTKNXHSUGI-DOADOZAASA-N,Cc1ncsc1-c1ccc([C@H](CO)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_253
VHL,PLTSVTKNXHSUGI-FTEYMNFISA-N,Cc1ncsc1-c1ccc([C@@H](CO)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_254
VHL,DMEMEISXPZSUDB-IEAUQHRDSA-N,Cc1cc(C(C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(Cl)cc2O)C(C)C)on1,Patent,evo_255
VHL,JOSFQWNOUSNZBP-AAPDDOLYSA-N,[2H]C([2H])([2H])C([C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)(C([2H])([2H])[2H])C([2H])([2H])[2H],Patent,evo_256
CRBN,MNIXGKYZMRXJHQ-UHFFFAOYSA-N,COc1cc(COC(=O)N2C(=O)CCC(N3C(=O)c4cccc(O)c4C3=O)C2=O)c([N+](=O)[O-])cc1OC,Patent,evo_257
CRBN,VIMWIXPVAGZBOD-UHFFFAOYSA-N,COc1cc(COC(=O)N2C(=O)CCC(N3C(=O)c4cccc(N)c4C3=O)C2=O)c([N+](=O)[O-])cc1OC,Patent,evo_258
CRBN,BQDSFHHSWWSFJW-UHFFFAOYSA-N,CC1(N2C(=O)c3cccc(F)c3C2=O)CCC(=O)NC1=O,Patent,evo_259
CRBN,RSDXKDVFVKDIFY-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(F)cccc3C2=O)C(=O)N1,Patent,evo_260
CRBN,UFGXUQNEFLIIMO-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3c(F)ccc(F)c3C2=O)C(=O)N1,Patent,evo_261
CRBN,CYJVVHVIPKRSGH-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(F)c(F)c3C2=O)C(=O)N1,Patent,evo_262
CRBN,DGJWATREMIIRFK-UHFFFAOYSA-N,Nc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,Patent,evo_263
CRBN,CRAUTELYXAAAPW-QMMMGPOBSA-N,O=C1CC[C@H](N2C(=O)c3cccc(F)c3C2=O)C(=O)N1,Patent,evo_264
CRBN,CRAUTELYXAAAPW-MRVPVSSYSA-N,O=C1CC[C@@H](N2C(=O)c3cccc(F)c3C2=O)C(=O)N1,Patent,evo_265
CRBN,QXGPEVOGXILZTJ-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(ccc(F)c3O)C2=O)C(=O)N1,Patent,evo_266
CRBN,KDKLTQSPEKDIQP-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc(O)c(F)cc3C2=O)C(=O)N1,Patent,evo_267
CRBN,HNAQSGYWVZTYEF-JTQLQIEISA-N,O=C1CC[C@H](N2Cc3ccc(F)cc3C2=O)C(=O)N1,Patent,evo_268
CRBN,HNAQSGYWVZTYEF-SNVBAGLBSA-N,O=C1CC[C@@H](N2Cc3ccc(F)cc3C2=O)C(=O)N1,Patent,evo_269
CRBN,ISJHHDOFLTULEG-UHFFFAOYSA-N,Nc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2,Patent,evo_270
CRBN,RSDXKDVFVKDIFY-SNVBAGLBSA-N,O=C1CC[C@@H](N2Cc3c(F)cccc3C2=O)C(=O)N1,Patent,evo_271
CRBN,RSDXKDVFVKDIFY-JTQLQIEISA-N,O=C1CC[C@H](N2Cc3c(F)cccc3C2=O)C(=O)N1,Patent,evo_272
CRBN,ILDMHHDVFQIDHP-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(O)c(F)cc3C2=O)C(=O)N1,Patent,evo_273
CRBN,SEPFMVVSTSDONV-JTQLQIEISA-N,O=C1CC[C@H](N2Cc3cc(F)c(F)cc3C2=O)C(=O)N1,Patent,evo_274
CRBN,UGBGAHBYVSPIDY-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc(F)c(Br)c(F)c3C2=O)C(=O)N1,Patent,evo_275
CRBN,DIBHASWNYQQJFW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3cc(F)cc(F)c3C2=O)C(=O)N1,Patent,evo_276
CRBN,BLMXKFYGBWWVJK-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccc(O)c(F)c3C2=O)C(=O)N1,Patent,evo_277
CRBN,MPQLCQKBYRSPNA-SECBINFHSA-N,O=C1CC[C@@H](N2C(=O)c3ccc(F)cc3C2=O)C(=O)N1,Patent,evo_278
CRBN,SCZFMUWTABGOGF-UHFFFAOYSA-N,O=C1CCC(N2Cc3c(Br)cccc3C2=O)C(=O)N1,Patent,evo_279
CRBN,CKUHWHVRYZOGBQ-UHFFFAOYSA-N,CN1C(=O)CCC(N2C(=O)c3ccc(O)cc3C2=O)C1=O,Patent,evo_280
CRBN,DZMCSEASGYFYFT-UHFFFAOYSA-N,CCCCN1C(=O)CCC(N2C(=O)c3ccc(O)cc3C2=O)C1=O,Patent,evo_281
CRBN,SYQGGRZGDCSXBV-UHFFFAOYSA-N,COC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_282
CRBN,JKNVOYYOUDQQHW-UHFFFAOYSA-N,CCOC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_283
CRBN,UKQMRGUXFGVNTH-UHFFFAOYSA-N,CC(C)OC(=O)OCN1C(=O)CCC(N2C(=O)c3ccc(F)cc3C2=O)C1=O,Patent,evo_284
